序号,地址1,地址2,室,厅,面积,朝向,装修,楼层,年份,楼种,价格
1958,宛平南路485弄,徐家汇,2,1,51.19,南,精装,5,1994,板楼,460
1959,阳光威尼斯(二期),真光,1,2,78.14,南,简装,5,2005,板楼,338
1960,花木新村,北蔡,3,1,114.77,南,简装,5,1996,板楼,525
1961,山鑫阳光城,金山,3,2,117.57,南北,简装,5,1999,板楼,266
1962,都市庭院,世博,3,1,133.03,南北,简装,2,1999,板楼,749
1963,梅花新村(花木),花木,2,2,72.79,南北,简装,5,1995,板楼,480
1964,缘圆宝邸,江桥,2,2,73.84,南,精装,2,2008,板楼,335
1965,绿地东岸涟城,临港新城,2,2,78.53,南北,精装,2,2009,板楼,247
1966,泰宸苑,长征,2,2,82.63,南北,毛坯,2,1998,板楼,434
1967,牡丹路399弄,花木,2,1,76.07,南,简装,3,1996,板楼,635
1968,中环一号(三期),大华,3,2,96.74,北南,毛坯,4,2015,板楼,625
1969,益丰新村,张江,2,1,70.99,东南,简装,5,1995,板楼,354
1970,南洋博仕欣居,老闵行,3,1,134.94,南,毛坯,4,2005,板楼,699
1971,龙柏五村,龙柏,2,1,62.11,南,简装,3,1995,板楼,370
1972,中城绿苑,春申,3,2,111.05,南,简装,4,2005,板楼,779
1973,凌兆新村(上浦路201弄),三林,2,1,55.31,南,简装,5,1997,板楼,298
1974,中海万锦城(三期),不夜城,2,2,90.77,南,精装,5,2014,板楼,820
1975,安图新村,黄兴公园,2,1,43.89,南,简装,1,1990,板楼,266
1976,新中苑,蓬莱公园,2,1,98.18,南,精装,14,1999,板楼,880
1977,上南三村,世博,1,0,38.39,南,简装,3,1983,板楼,234
1978,江桥二村,江桥,1,1,51.34,南,精装,5,1997,板楼,192
1979,南丹大楼,徐家汇,3,1,110.37,南,简装,6,1991,板楼,950
1980,泰山二村,甘泉宜川,1,1,30.88,南,精装,3,1982,板楼,180
1981,园南一村,植物园,2,1,51,南,简装,5,1987,板楼,425
1982,德州四村,世博,1,0,31.07,南,简装,5,1987,板楼,167
1983,红旗小区,老闵行,2,1,51.26,南,简装,5,1982,板楼,149.8
1984,幸福公寓,周家嘴路,1,1,39.86,南,简装,2,1998,板楼,247
1985,新江湾时代花园,新江湾城,3,1,96.51,南,简装,2,2000,板楼,820
1986,颛溪八村,颛桥,1,1,46.27,南,简装,2,1996,板楼,212
1987,上海康城,莘庄,2,2,103.68,南北,精装,4,2006,板楼,365
1988,虹桥金斯花园,金汇,8,2,216.12,南,精装,6,2002,板楼,1488
1989,天蒲小区,北新泾,2,0,49.76,南北,简装,5,1996,板楼,286
1990,五洲大厦,仙霞,3,2,129.88,南,简装,2,2001,板楼,735
1991,凌云新村,华东理工,2,1,61.13,南,简装,3,1994,板楼,309
1992,大华锦绣华城(十二街区),北蔡,3,2,130.8,南北,精装,6,2003,板楼,928
1993,丰庄十四街坊,丰庄,2,1,60.78,南北,简装,3,1998,板楼,278
1994,衡园,斜土路,3,2,172.69,南北,精装,10,2003,板楼,1700
1995,万科城花新园,七宝,3,2,101.34,西南,精装,6,2014,板楼,710
1996,金鹤新城城杰苑,江桥,2,2,72.29,南北,精装,3,2008,板楼,306
1997,瑞和新苑江航路60弄,闵浦,2,2,74.02,南,简装,14,2008,板楼,260
1998,虹梅菁典,春申,1,1,64.4,南,精装,10,2011,板楼,380
1999,田林十三村,田林,2,1,50.12,南,精装,3,1985,板楼,378
2000,绿地东上海二期,周浦,2,2,100.39,南北,毛坯,4,2010,板楼,510
2001,商洛小区,凉城,1,0,33.6,北,精装,2,1958,板楼,165
2002,中山北路1760弄,中远两湾城,1,0,27.99,南,简装,5,1972,板楼,145
2003,政民路230弄,五角场,1,1,33.75,南,简装,3,1986,板楼,215
2004,塘和家园登云苑,泗泾,1,1,50.41,南,简装,14,2015,塔楼,122
2005,东浜小区,镇宁路,1,1,35.82,南,精装,5,1997,板楼,279
2006,管弄五六街坊,光新,1,0,34.78,南,简装,5,1986,板楼,169
2007,民星一村,中原,1,1,34.26,东西,简装,3,1988,板楼,173
2008,沪南船舶小区,金桥,1,1,39.61,南,精装,5,1995,板楼,242
2009,西镇小区(长宁),新华路,2,0,45.09,南北,精装,2,1988,板楼,320
2010,平武小区,新华路,1,1,42.62,南,简装,10,1990,塔楼,365
2011,密云小区,鞍山,1,1,42.1,南,精装,5,1984,板楼,430
2012,安东小区,新华路,1,1,31.67,南,精装,5,1987,板楼,208
2013,通海小区,临平路,1,1,40.26,南,简装,2,1979,板楼,278
2014,市光三村,中原,1,0,38.41,南,简装,5,1993,板楼,165
2015,黑山小区,中原,1,1,36.57,南,简装,3,1986,板楼,197
2016,江苏路186弄,中山公园,2,0,40.82,南北,精装,5,1995,板楼,290
2017,崧泽华城佳福雅苑（六区）,赵巷,2,1,77.9,南,毛坯,14,2014,板楼,223
2018,龙湖天璞雅筑,江桥,2,1,80,南,精装,8,2019,板楼,470
2019,虹桥帝梵尼,金虹桥,2,2,103.11,南,精装,5,2006,板楼,725
2020,武夷大楼,中山公园,2,2,69.38,东东南,简装,4,1988,塔楼,450
2021,桃浦七村雪松苑,桃浦,2,0,49.78,南,精装,3,1995,板楼,204
2022,黎安二村,莘庄,2,1,80.85,南,精装,4,1996,板楼,355
2023,聚缘南庭,闵浦,1,1,55.63,南,毛坯,4,2013,板楼,168
2024,紫虹大厦,虹桥,3,2,136.56,南,简装,4,1999,板楼,826
2025,潍坊九村,潍坊,2,1,48.6,南,精装,5,1986,板楼,478
2026,河间路20弄,东外滩,2,1,61.05,南,精装,5,1994,板楼,395
2027,宛南五村,龙华,2,1,48.89,南北,精装,1,1980,板楼,510
2028,贝尚湾(公寓),九亭,2,2,85.49,南北,精装,8,2012,板楼,525
2029,宛南五村,龙华,2,1,47.4,南,简装,3,1980,板楼,520
2030,富力桃园(公寓),盈浦,2,2,87.3,南,简装,4,2012,板楼,289
2031,凌云新村,华东理工,1,1,49.07,南,简装,5,1994,板楼,240
2032,罗阳四村,梅陇,2,1,69.43,南,简装,2,1997,板楼,322
2033,康桥月苑,康桥,2,1,72.11,南,精装,4,2009,板楼,285
2034,佳伟景苑,曹路,2,2,76.13,南,毛坯,7,2011,板楼,290
2035,路易凯旋宫,中山公园,2,2,97.79,南,精装,6,2004,板楼,920
2036,桂平路277弄,康健,2,1,67.97,南,精装,5,1994,板楼,470
2037,晶波坊,高行,3,2,78.7,南北,简装,5,1997,板楼,370
2038,重庆大楼,人民广场,2,1,54.74,南北,精装,6,1936,板楼,439
2039,申城佳苑,张江,2,2,87.36,南,简装,4,2014,板楼,420
2040,金利公寓,唐镇,2,1,54.34,南,精装,5,2008,板楼,249
2041,远洋香奈,杨行,3,2,120.3,南,简装,4,2014,板楼,555
2042,新弘国际城(公寓),莘闵别墅,3,2,88.34,南,精装,9,2011,板楼,318
2043,四季绿城,高境,2,2,110,南,精装,4,2009,板楼,550
2044,御桥馨华苑,御桥,2,2,78.15,南,精装,5,2004,板楼,585
2045,丝庐雅苑(公寓),新场,2,1,88.43,南北,毛坯,5,2012,板楼,275
2046,沁春园一村,莘庄,2,1,63.38,南,简装,5,1994,板楼,296
2047,潍坊九村,潍坊,2,1,51.38,南,精装,3,1986,板楼,480
2048,杨思路602号,杨思前滩,2,1,47.1,南,简装,5,1990,板楼,218
2049,浦江宝邸,闵浦,2,1,76.51,南,精装,4,2014,板楼,256
2050,东方吉苑,杨思前滩,5,4,112.47,北南,精装,5,2007,板楼,770
2051,申通公寓,周家嘴路,2,1,83.74,东北东北,精装,19,1996,塔楼,493
2052,上海知音苑,长寿路,2,2,117.96,南,简装,26,2003,板楼,920
2053,新里城和合苑,杨思前滩,2,2,73.83,南,精装,5,1999,板楼,540
2054,柳营路309弄,闸北公园,1,1,41.13,南北,精装,4,1974,板楼,268
2055,东陆新村七街坊,金桥,2,1,57.97,南,精装,5,1997,板楼,296
2056,金地佘山天境(公寓),赵巷,3,2,226.58,南,精装,4,2012,板楼,1150
2057,檀乡湾,顾村,3,2,131,南北,简装,6,2007,板楼,510
2058,爱法花园(一期),曹路,3,2,103.72,南,精装,5,2004,板楼,459
2059,银河新都,春申,2,1,76.3,南北,简装,6,2010,板楼,368
2060,慧芝湖花园,大宁,1,2,80.98,东南,精装,6,2012,塔楼,750
2061,汇丰沁苑,江桥,3,2,133.34,南北,精装,7,2009,板楼,578
2062,桃浦六村绿春苑,桃浦,2,1,59.66,南,简装,3,1994,板楼,242
2063,天山河畔花园,天山,3,2,145.35,南,简装,19,2006,板楼,1380
2064,维罗纳贵都,松江老城,3,2,105.49,南,精装,6,2006,板楼,355
2065,梅陇一村,梅陇,2,1,60.36,南,简装,3,1994,板楼,280
2066,柳营路1025弄,大宁,2,1,64.35,南北,精装,5,1985,板楼,400
2067,景峰苑,阳城,2,1,50.8,南,精装,5,1994,板楼,295
2068,人生港湾南欧城,惠南,3,2,119.05,南,精装,3,2009,板楼,318
2069,中环一号(一期),大华,2,1,94.06,东南,精装,4,2009,板楼,538
2070,证大家园(四期),高行,2,2,109.7,南,精装,3,2006,板楼,750
2071,浦发御园,三林,3,2,89.45,南,精装,6,2013,板楼,700
2072,香山新村东南街坊,金杨,2,1,79.27,南,简装,6,1996,塔楼,359
2073,保利御樽苑(公寓),唐镇,3,2,136.66,南,精装,3,2012,板楼,770
2074,中星海兰苑,江桥,3,2,122.05,南北,毛坯,11,2009,板楼,420
2075,六街坊小区,花木,3,1,106.93,东东南,简装,2,2000,板楼,823
2076,中凯城市之光(静安),南京西路,1,1,61.42,西南,精装,23,2005,板塔结合,737
2077,高荣小区,曹家渡,2,0,47.4,南东北,精装,2,1993,板楼,455
2078,嘉利明珠城,闸北公园,2,2,94.72,南北,精装,10,2005,板楼,755
2079,保德公寓,彭浦,2,1,74.6,南,简装,5,1997,板楼,333
2080,薛家宅小区,康健,2,1,52.06,南北,精装,4,1996,板楼,420
2081,延安中路955弄,静安寺,2,1,46.93,南,精装,5,1980,板楼,460
2082,车站支路99弄,蓬莱公园,1,1,36.57,南,简装,2,1978,板楼,315
2083,王家堂小区,徐家汇,1,2,47.31,南,精装,3,1991,板楼,469.8
2084,东方曼哈顿,徐家汇,2,2,103.67,西南,精装,9,2005,塔楼,1385
2085,新梅淞南苑,淞南,3,1,94.78,南,简装,7,2008,板楼,566
2086,盛大花园,龙华,2,2,107.75,南,简装,5,2002,板楼,920
2087,宝山三村,淞宝,2,1,79.8,南,其他,3,1995,板楼,372
2088,信达蓝爵,松江大学城,2,2,82.87,南,精装,4,2015,板楼,365
2089,新川小区,川沙,2,1,65.67,南,精装,5,1994,板楼,235
2090,虹桥花苑,金虹桥,3,2,140.14,南,简装,8,2001,板楼,958
2091,五洲云景花苑,九亭,2,2,95.61,南北,精装,9,2007,板楼,416
2092,嘉秀新苑,丰庄,3,2,104,南,精装,2,2005,板楼,550
2093,嘉尚坊,丰庄,1,0,46.18,南,简装,2,1998,板楼,232
2094,万邦都市花园,北蔡,3,2,106,南北,简装,4,2004,板楼,818
2095,文化花园明珠苑,五角场,2,2,106.26,南,简装,2,2001,板楼,698
2096,高行绿洲(六期),高行,2,1,74.05,南北,简装,4,2011,板楼,333
2097,鑫龙佳苑,川沙,4,3,207.95,南,精装,5,2003,板楼,645
2098,爵仕悦,世博,2,2,90.36,南,精装,14,2007,板楼,730
2099,玉兰香苑(四期),张江,1,1,61.97,南,简装,11,2008,板楼,350
2100,上海康城,莘庄,2,2,89.99,北,简装,9,2001,板楼,390
2101,明天华城,周浦,2,1,84.52,南,简装,3,2011,板楼,455
2102,名都新城（四期）,莘庄,2,2,98.39,南,精装,6,2005,板楼,760
2103,明珠苑(浦东),洋泾,2,1,58.12,南,简装,2,1997,板楼,615
2104,东建新村,潍坊,1,1,32.79,南,精装,2,1979,板楼,220
2105,象屿虹桥悦府,九亭,3,2,95.8,南西,毛坯,9,2018,板塔结合,488
2106,圣约翰名邸,中山公园,2,2,99.17,南,简装,16,2002,板楼,935
2107,德盈佳园,惠南,2,1,89.16,南,精装,3,2008,板楼,187
2108,中建锦绣天地,徐泾,3,2,88.6,南,毛坯,7,2016,板楼,580
2109,康乐小区(徐汇),康健,2,1,35.25,南北,精装,1,1992,板楼,285
2110,香山新村东南街坊,金杨,2,1,51.66,南,简装,5,1995,板楼,260
2111,高兴花园,春申,1,1,47.71,南,简装,3,1996,板楼,375
2112,桃浦二村永汇新苑,桃浦,2,1,78.69,南北,毛坯,3,2003,板楼,345
2113,申城佳苑,张江,2,2,88.4,南,简装,4,2017,板楼,390
2114,景泰嘉苑,北蔡,2,2,90.46,南,简装,3,2003,板楼,560
2115,新凯城尚樱苑,泗泾,3,1,84.09,南,精装,9,2014,板楼,269.9
2116,帕缇欧香苑,夏阳,3,2,116.59,南,精装,3,2007,板楼,320
2117,新一小区,江湾镇,1,0,36.71,南,简装,2,1984,板楼,220
2118,崮山小区二街坊,洋泾,1,1,45.13,南,精装,2,1999,板楼,533
2119,华狮国际公寓,徐家汇,2,2,120,南,精装,10,2003,板楼,958
2120,临潮一村,金山,2,1,54.1,南,简装,5,1990,板楼,68
2121,振华里小区,新天地,1,1,28.86,南,精装,1,1994,板楼,388
2122,新天地荻泾花园,顾村,2,2,83.49,南,精装,9,2011,板楼,333.9
2123,嘉城新航域,江桥,2,2,97.07,南北,简装,8,2009,板楼,400
2124,乳山三村,梅园,1,1,40.33,南,简装,5,1981,板楼,270
2125,东渡悦来城,盈浦,2,2,87.44,南,简装,7,2018,板楼,335
2126,俞三小区,龙华,2,1,65.13,南,精装,4,1994,板楼,400
2127,商洛小区,凉城,1,0,35.42,北,毛坯,2,1958,板楼,155
2128,塘和家园桂花锦苑,泗泾,2,1,76.44,南,精装,14,2013,板楼,238
2129,鹤沙航城东茗苑,航头,2,1,78.57,南,毛坯,4,2013,板楼,240
2130,何家宅小区,鲁迅公园,2,0,45.77,南,精装,3,1988,板楼,311
2131,水霞小区,仙霞,1,1,45.65,南,精装,3,1989,板楼,342
2132,乐活居,长寿路,2,1,73.84,南,精装,7,2011,塔楼,754
2133,平阳绿家园,古美,2,2,91.65,南,简装,5,2000,板楼,555
2134,惠康苑西苑,惠南,2,1,79,南,精装,4,2014,板楼,204
2135,百汇园,徐汇滨江,2,2,151.96,南,精装,24,2016,板楼,1950
2136,恒联新天地花园,鞍山,3,2,123.88,南,精装,4,2003,板楼,1020
2137,港机新村,南码头,1,0,36.23,南,简装,5,1983,板楼,170
2138,欣菊苑,宣桥,1,1,54.29,南,精装,3,2008,板楼,139.5
2139,上海康城,莘庄,2,2,100.95,南,简装,8,2008,板楼,393
2140,凉城路1201弄,江湾镇,2,1,60,南,简装,5,1993,板楼,303
2141,聚缘南庭,闵浦,1,1,56.29,南,毛坯,3,2013,板楼,155
2142,美罗家园宝欣苑二村,罗店,1,1,48.85,南东南,毛坯,9,2015,塔楼,159
2143,紫晶苑,张江,2,2,82.02,南,精装,4,2007,板楼,389
2144,恒业公寓,鲁迅公园,2,2,90.62,南北,精装,6,1998,塔楼,590
2145,蓝色城邦(公寓),泥城镇,2,1,87.57,南,简装,10,2010,板楼,202
2146,法华镇路500弄,新华路,2,1,53.38,南,简装,2,1981,板楼,398
2147,茂名公寓,南京西路,2,1,66.39,南北,精装,4,1999,板楼,730
2148,培花七村,北蔡,2,1,72.72,南,简装,5,1994,板楼,390
2149,瑞和锦庭-西区,华新,2,1,79.84,南,毛坯,4,2013,板楼,233
2150,益丰新村,张江,2,1,76,南,简装,5,2005,板楼,403
2151,密二小区,曲阳,1,1,38.86,南,毛坯,2,1983,板楼,255
2152,蓝城小区,金桥,2,1,62.29,南,简装,3,1994,板楼,348
2153,杨镇新村,张江,2,2,74.93,南,精装,3,1994,板楼,355
2154,世纪之门,长寿路,3,1,60.61,南,精装,6,2001,板塔结合,535
2155,浦江馨都,闵浦,2,2,75.76,南北,精装,8,2013,板楼,295
2156,寿一小区,金桥,2,1,64.06,南,精装,5,1994,板楼,308
2157,巨龙台湾城,西渡,1,1,33.95,西南西,简装,3,1996,板楼,95
2158,嘉宝紫提湾(公寓),嘉定新城,2,2,70.11,南北,精装,3,2012,板楼,289
2159,保利林语溪(公寓),三林,4,2,141,南北,精装,3,2011,板楼,808
2160,浦江世博家园十三街坊,浦江,2,2,87.04,南,精装,7,2006,板楼,430
2161,新城悠活城,菊园新区,2,2,92.46,南,精装,14,2012,板楼,332
2162,三花现代城(一期丹桂苑),高境,2,1,106.99,南北,精装,12,2007,板楼,660
2163,新凯城尚樱苑,泗泾,3,1,83.84,南,毛坯,14,2014,板楼,255
2164,管弄五六街坊,光新,1,1,35.71,东南,其他,2,1988,板楼,182
2165,金地自在城(二期),泗泾,2,2,87.6,南,精装,14,2014,板楼,346
2166,澳龙公寓,万体馆,2,2,102.97,西南,精装,12,2003,塔楼,780
2167,康乐小区(徐汇),康健,2,2,48.33,南,简装,3,1992,板楼,358
2168,滨海一村,金山,1,1,31,南,简装,3,1986,板楼,53
2169,阳光威尼斯AB区,真光,2,2,101.75,南,精装,12,2004,板楼,515
2170,海棠新村,金山,2,1,53.69,南,简装,5,1990,板楼,69
2171,延吉六村,黄兴公园,1,1,43.76,南,简装,10,1987,塔楼,243
2172,金铭新水岸,莘庄,2,2,102.32,南,精装,3,2004,板楼,650
2173,保利湖畔阳光苑,嘉定新城,2,2,88.47,南北,精装,4,2012,板楼,359
2174,金桥新城,金桥,1,1,61.85,南,简装,3,2005,板楼,415
2175,塘桥小区,塘桥,2,1,31.31,南,精装,1,1985,板楼,219
2176,大华锦绣华城(一街区),北蔡,3,2,100.31,南,精装,14,2008,板楼,785
2177,万科金色雅筑,三林,2,2,70.32,南,精装,4,2008,板楼,570
2178,美罗家园佳翔苑,罗店,2,2,78.9,南,简装,14,2015,板楼,237
2179,虞泽苑,北蔡,1,1,59.41,南,精装,4,2012,板楼,375
2180,爵仕悦,世博,2,2,106.82,南,简装,8,2007,板楼,860
2181,铂珏公馆,罗店,4,2,210.95,南北,精装,4,2013,板楼,750
2182,宝华现代城,大宁,3,2,137.96,南北,精装,7,2008,板楼,1365
2183,中远行家,塘桥,2,1,89.17,南,简装,22,2004,塔楼,600
2184,康桥水都(公寓),杨行,3,2,147.06,南,精装,3,2005,板楼,529
2185,新城盛景园,夏阳,3,2,88.47,南,精装,6,2009,板楼,370
2186,梅州新村,金山,2,1,57.19,南,精装,2,1987,板楼,95
2187,宜川五村,甘泉宜川,1,1,43.04,南,简装,3,1977,板楼,220
2188,阳光威尼斯(三期),真光,1,2,74.68,东南,精装,13,2006,板楼,385
2189,阳城美景,阳城,2,2,89.9,南,精装,2,2005,板楼,632
2190,市民新村,世博滨江,2,0,46.66,南,简装,5,1989,板楼,720
2191,田林十四村,田林,1,1,43.76,南,精装,4,1988,塔楼,318
2192,海尚明城,杨行,2,2,94.48,南,精装,4,2008,板楼,350
2193,海尚墅林苑,海湾,2,1,86,南北,简装,14,2011,板楼,135
2194,中环一号(一期),大华,3,2,115.95,南东南,精装,14,2011,板楼,660
2195,绿海家园,川沙,2,2,90.96,南,精装,2,1999,板楼,298
2196,信和花园,碧云,3,2,159.54,南,简装,2,1995,板楼,1330
2197,丝庐雅苑(公寓),新场,2,2,88.24,南北,精装,10,2015,板楼,308
2198,成山小区,世博,1,1,45.43,南,简装,3,1996,板楼,275
2199,同济城市阳光,大场镇,2,2,81.9,南,精装,9,2014,板楼,465
2200,车站新村(普陀),真如,2,1,71.63,南,精装,5,1994,板楼,390
2201,印象春城,周浦,2,1,89.72,南,精装,14,2011,板塔结合,426
2202,馨浦苑西区,华新,1,1,52.85,南,精装,4,2016,暂无数据,205
2203,东欣小区,潍坊,2,1,65.16,南,简装,6,1992,塔楼,595
2204,中远两湾城,中远两湾城,3,2,135.18,南,精装,8,2006,板楼,940
2205,三宝花苑,西藏北路,2,1,70.2,南,精装,4,1993,板楼,520
2206,荣盛名邸(公寓),莘闵别墅,2,2,86.94,南,精装,9,2006,板楼,313
2207,北美公寓,不夜城,3,2,139.44,南,精装,6,2001,板楼,1130
2208,剑桥丽苑,老闵行,1,2,58.1,南,简装,3,2006,板楼,252
2209,印象春城,周浦,1,1,64.28,南,精装,4,2011,板塔结合,291
2210,西南小区,曲阳,1,0,34.5,南,精装,5,1980,板楼,245
2211,绿地海怡公寓,中山公园,2,1,68.58,东南,精装,5,2004,塔楼,495
2212,纪念小区,江湾镇,2,1,63.1,南,精装,2,1993,板楼,398
2213,嘉和阳光城,九亭,2,2,102.64,南北,精装,4,2006,板楼,465
2214,上海滩大宁城(公寓),大宁,3,2,90.1,南,精装,8,2011,板楼,760
2215,西镇小区(浦东),洋泾,1,1,37.77,南,精装,2,1991,板楼,415
2216,大华锦绣华城(十九街区)(公寓),北蔡,3,2,104.58,南,精装,6,2006,板楼,820
2217,临沂二村,南码头,1,1,37.28,南,简装,3,1986,板楼,205
2218,中环锦园,万里,2,2,105.61,北南,精装,12,2005,板楼,730
2219,沁春园三村,莘庄,2,2,95.88,南,精装,6,2005,板楼,549
2220,信达蓝爵,松江大学城,3,2,140.86,南北,精装,9,2016,板楼,660
2221,瑞和新苑浦涛路400弄,闵浦,2,2,73.02,南,精装,2,2008,板楼,226
2222,宜浩佳园,临港新城,1,1,74.5,南北,精装,1,2009,板楼,240
2223,晨星东区,新桥,1,1,54.97,南,毛坯,3,2008,板楼,124
2224,南丹小区,徐家汇,1,1,38.99,南,精装,2,1993,板楼,546
2225,东城花苑一村,惠南,2,2,94,南北,简装,5,1999,板楼,235
2226,大华锦绣华城(十八街区)(公寓),北蔡,1,2,63.94,南西,精装,19,2006,塔楼,535
2227,潍坊一村,潍坊,1,0,29.87,南,精装,2,1984,板楼,245
2228,罗秀三村,植物园,2,1,62.86,南北,精装,5,1994,板楼,326
2229,三林世博家园(大道站路94弄),杨思前滩,3,2,78.25,南,精装,9,2006,板楼,495
2230,尚海湾豪庭,徐汇滨江,4,2,229.02,东南,精装,30,2009,板楼,2950
2231,丰庄十二街坊,丰庄,1,1,44.78,南,精装,3,1996,板楼,214
2232,罗南二村,罗店,1,1,51.42,南,简装,3,1996,板楼,153
2233,一品漫城三期（公寓）,浦江,2,1,94.13,南北,精装,6,2012,板楼,649
2234,南丹小区,徐家汇,2,1,47.44,西,精装,4,1996,板楼,585
2235,罗南二村,罗店,2,1,58.4,南,精装,2,1997,板楼,178
2236,虹鹿花苑,金虹桥,2,1,68.47,南,精装,3,1997,板楼,405
2237,凯旋一村,徐家汇,2,1,53.21,南北,简装,2,1989,板楼,560
2238,阳二小区,洋泾,1,1,36.83,南,简装,5,1994,板楼,198
2239,句容小区,江宁路,1,1,35.53,南,精装,5,1988,板楼,297
2240,新顾村大家园B区,顾村,3,1,59.26,南,简装,5,2005,板楼,270
2241,临汾花园,彭浦,2,1,68.51,南,简装,5,1997,板楼,340
2242,南苑七村,嘉定老城,2,1,69.22,南,简装,5,1996,板楼,175
2243,大华锦绣华城(二街区),北蔡,1,1,55.89,南,简装,4,2012,板楼,390
2244,锦秋花园,上大,2,1,102.93,南,精装,5,2007,板楼,482
2245,广灵四路280弄,凉城,2,1,61.86,南,精装,5,1996,板楼,360
2246,汇豪天下,陆家嘴,1,2,74.05,南,精装,6,2004,板楼,870
2247,绿洲雅宾利花园(一期),西藏北路,2,2,101.01,南,精装,26,2007,板楼,1100
2248,文怡苑,康桥,2,2,96.44,南北,精装,11,2011,板楼,410
2249,双阳一村,周家嘴路,1,1,30.02,南,简装,2,1992,板楼,203
2250,新南家园,西渡,2,2,71.53,南,简装,8,2008,板楼,206
2251,金橘新苑,三林,2,2,85.53,南,简装,8,2006,板楼,630
2252,海滨新村,淞宝,1,0,32.24,北,其他,3,1959,板楼,99
2253,绿厦小区,西藏北路,2,1,65.04,南,毛坯,7,1982,板楼,436
2254,菱翔苑,周浦,3,1,87.97,南,精装,2,1997,板楼,380
2255,浣纱六村,黄兴公园,2,2,70.1,南,精装,6,1996,板楼,438
2256,新泾五村,北新泾,2,1,74.4,南,精装,2,1995,板楼,410
2257,巨西小区,梅园,2,1,52.95,南,简装,2,1993,板楼,490
2258,辰弘佳苑,松江新城,3,2,123.42,南,精装,4,2012,板楼,465
2259,中星海上名豪苑(四期),江桥,2,2,87.82,南北,精装,4,2014,板楼,435
2260,恒大小区,世博,2,1,64.69,南北,简装,5,1996,板楼,368
2261,晶波坊,高行,2,1,66.18,南,简装,5,1996,板楼,335
2262,新天地荻泾花园,顾村,2,2,73.44,南北,精装,14,2011,板楼,330
2263,天山二村,中山公园,1,1,37.9,南,简装,4,1979,板楼,285
2264,九英里,共康,2,1,63.77,南,精装,3,2007,板楼,399
2265,创世纪花园,徐家汇,3,2,133.05,南,精装,4,1999,板楼,1250
2266,中福花苑,蓬莱公园,2,1,59.64,北,精装,12,2003,塔楼,515
2267,金沙雅苑(三期),长征,2,2,100.84,南北,精装,6,2004,板楼,760
2268,东都小区,川沙,2,1,47.3,南,简装,5,1982,板楼,188
2269,协和小区(延安西路1289弄),中山公园,2,1,57.77,南,毛坯,5,1991,板楼,356
2270,密云花苑,曲阳,2,2,92.82,南,精装,17,1997,塔楼,615
2271,浦江风景苑,东外滩,3,2,115.21,南,精装,14,2003,板楼,930
2272,呼玛三村,张庙,2,1,56.88,南,简装,3,1994,板楼,278
2273,绿地颐景嘉园,嘉定新城,3,2,86.9,南,精装,6,2013,板楼,440
2274,祁连二村,上大,2,1,68.02,南北,精装,5,1994,板楼,275
2275,惠康苑东苑,惠南,2,2,80.64,南,毛坯,6,2014,板楼,225
2276,龙柏三村,龙柏,2,1,58.37,南北,简装,5,1995,板楼,312
2277,住友公寓,万体馆,2,1,88.71,西南,精装,11,1997,塔楼,618
2278,嘉富小区,菊园新区,2,1,70.65,南,简装,3,1995,板楼,209
2279,新凯一期,泗泾,2,2,78.43,南北,精装,2,2006,板楼,288
2280,宜浩佳园,临港新城,1,2,76,南北,简装,1,2009,板楼,251
2281,培花久远公寓,北蔡,1,1,47.47,南,精装,3,1998,板楼,275
2282,宏苑小区,凉城,2,2,88.6,西南,简装,4,1998,板楼,550
2283,潍坊二村,潍坊,2,0,45.13,南,毛坯,4,1979,板楼,305
2284,慈竹路836弄,菊园新区,2,1,77.83,南,毛坯,6,2015,板楼,183
2285,大宁新村,大宁,1,1,42.8,南,简装,4,1989,板楼,308
2286,绿地新江桥城一期,江桥,2,2,74.2,南北,精装,12,2011,板楼,350
2287,嘉秀坊,丰庄,2,1,66.36,南,精装,2,1994,板楼,350
2288,康怡苑,长寿路,1,1,45.18,南,简装,6,1990,塔楼,330
2289,仁恒滨江园,陆家嘴,4,2,217.01,南,精装,6,2001,板楼,2650
2290,静安枫景苑,江宁路,4,2,151.54,南,精装,30,2005,板楼,1810
2291,建二公寓,临平路,1,1,42.46,南,简装,4,1986,塔楼,288
2292,由由四村,北蔡,2,1,48.04,南,精装,2,1997,板楼,283
2293,大华锦绣华城(四街区),北蔡,3,2,110.42,南,精装,4,2010,板楼,750
2294,梅陇三村,华东理工,2,0,51.65,南北,简装,2,1990,板楼,270
2295,旭辉玫瑰湾,盈浦,3,2,90.07,南,精装,7,2012,板楼,318
2296,东昌新村,陆家嘴,2,1,61.18,南,简装,3,1982,板楼,611
2297,古北菊翔苑(菊联路233弄),顾村,1,1,55.85,南,精装,4,2008,塔楼,243
2298,贝港南区（八区）,南桥,2,1,76.92,南,简装,2,1997,板楼,172
2299,龙柏香榭苑,龙柏,2,2,89.04,南,简装,3,2002,板楼,659
2300,南江苑,杨思前滩,3,2,115.34,南,精装,3,1999,板楼,635
2301,松花一村,黄兴公园,2,1,46.62,南,精装,5,1979,板楼,255
2302,建华公寓,花木,2,1,88.86,南,简装,2,1995,板楼,658
2303,南新四村,北蔡,3,1,78.03,南,简装,5,1994,板楼,340
2304,罗山三村,金杨,2,2,62.09,南,精装,5,1996,板楼,363
