序号,地址1,地址2,室,厅,面积,朝向,装修,楼层,年份,楼种,价格
2305,宜达新居,夏阳,2,2,77.86,南,精装,5,2006,板楼,285
2306,嘉利明珠城,闸北公园,2,2,91.01,南北,简装,29,2005,板楼,780
2307,爱博五村,华漕,1,1,60.23,南,毛坯,3,2011,板楼,247
2308,梅园一街坊,梅园,1,1,28.7,南,简装,2,1984,板楼,465
2309,昌七小区,世博,1,1,42.4,南,简装,2,1996,板楼,215
2310,乐活居,长寿路,1,1,54.99,东南,精装,4,2010,塔楼,530
2311,月厦新天地,松江老城,1,1,47.5,北,精装,4,2005,塔楼,112
2312,梅园一街坊,梅园,2,1,42.75,南,精装,5,1984,板楼,545
2313,佳伟小区,凉城,1,1,41.43,南,简装,4,1997,板楼,215
2314,古北新城,金虹桥,3,2,97.02,南北,精装,9,2013,板楼,849
2315,荣乐小区,松江老城,3,1,72.16,南北,精装,2,1994,板楼,252
2316,石泉一村,光新,1,0,34.71,南,简装,2,1987,板楼,203
2317,绿地香颂(奉贤)(公寓),海湾,2,1,85.16,南,毛坯,4,2012,板楼,132
2318,嘉憬河畔公寓,夏阳,3,1,85.72,南,简装,2,2002,板楼,269
2319,罗山二村,金杨,2,1,67.21,南,精装,5,1991,板楼,428
2320,惠康苑,惠南,2,2,79,南,精装,14,2014,板楼,205
2321,清涧八街坊,真光,1,0,38.13,南,简装,3,1997,板楼,199
2322,岭南路270弄,彭浦,1,1,37.16,南,精装,3,1990,板楼,198
2323,金地格林世界(格林公馆),南翔,2,1,69.02,南,精装,11,2011,塔楼,345
2324,庆安一村,月浦,3,1,72.65,南,精装,5,1996,板楼,235
2325,东元坊,蓬莱公园,2,1,70.77,东南,简装,7,2013,板楼,710
2326,祁连二村,上大,2,2,82.03,南,简装,2,1997,板楼,348
2327,德邑小城(公寓),松江新城,2,1,67.76,南,精装,6,2009,板楼,278
2328,万科城市花园,七宝,1,1,50.23,南,精装,3,1994,板楼,315
2329,明月坊,周家嘴路,2,1,65.91,南西南,精装,8,2013,塔楼,480
2330,锦南浦三小区,南码头,3,1,69.37,南西北,简装,3,1995,板楼,385
2331,景瑞城中公园,盈浦,3,1,91.41,南,精装,16,2017,板楼,399
2332,保利御樽苑(公寓),唐镇,3,2,135,南,精装,4,2011,板楼,808
2333,金杨公寓,金杨,2,1,93.88,南,简装,12,1996,塔楼,538
2334,新丰公寓,华新,2,1,76.37,南北,毛坯,4,2014,板楼,223
2335,杨宅小区,新华路,1,1,45.86,南,简装,5,1986,板楼,305
2336,阳光乾城苑(公寓),古美,2,2,109.46,南,精装,2,2004,板楼,735
2337,三林世博家园(东书房路560弄),杨思前滩,3,1,97.07,南北,简装,8,2006,板楼,515
2338,大江苑,松江新城,2,2,90.35,南,精装,3,2006,板楼,267
2339,万顺水原墅(公寓),颛桥,3,1,84.4,南,精装,6,2012,塔楼,298
2340,万荣小区,阳城,1,1,42.55,南,精装,5,1994,板楼,235
2341,人乐小区,松江老城,1,1,41.22,南,精装,3,1986,板楼,145
2342,局北村,西藏北路,1,1,36.66,南,简装,3,1984,板楼,237
2343,思浦小区,杨思前滩,1,1,36.64,南,精装,5,1986,板楼,198
2344,万科金色里程(公寓),杨思前滩,3,2,89.57,南,精装,4,2009,板楼,845
2345,绿洲康城亲水湾(中央区),御桥,2,2,95.6,南,简装,6,2015,板楼,470
2346,景舒苑一村,浦江,2,2,78.04,南北,简装,5,2005,板楼,295
2347,闸园新村,西渡,3,1,80.93,南,毛坯,3,1993,板楼,175
2348,盘古天地,嘉定新城,2,1,67.12,南,简装,7,2010,板楼,270
2349,新梅绿岛苑,共康,2,2,84.51,南北,精装,3,2007,板楼,445
2350,新城金郡,嘉定新城,2,2,90.39,南北,精装,4,2010,板楼,370
2351,由由二村,北蔡,2,1,57.34,南北,精装,5,1994,板楼,309
2352,长风二村风荷园,长风,2,1,47.95,南北,精装,5,1983,板楼,288
2353,周家湾小区,龙华,1,1,44.22,南,精装,5,1995,板楼,315
2354,水语人家南苑,闵浦,2,1,73.65,南,精装,6,2010,板楼,275
2355,龙祥公寓,莘闵别墅,2,2,117.49,南,简装,4,2007,板楼,415
2356,解放新村,南桥,2,1,55.71,南,简装,4,1981,板楼,110
2357,大宁新村,大宁,1,1,30.69,南,简装,3,1986,板楼,225
2358,繁荣昌盛,潍坊,3,1,97.22,南北,精装,6,1996,塔楼,768
2359,绿地崴廉公寓,高行,2,2,96.73,南,精装,3,2005,板楼,570
2360,民悦苑,张庙,2,1,68.65,南,简装,5,1996,板楼,370
2361,逸仙路1321弄,高境,1,1,43.93,南北,其他,5,1993,板楼,200
2362,富力桃园(公寓),盈浦,2,1,82.5,南,精装,3,2012,板楼,275
2363,日月星辰,长寿路,2,2,104.81,南,精装,14,2000,塔楼,720
2364,金杨新村三街坊,金杨,1,1,42.71,南,简装,4,1995,板楼,233
2365,恒大华城上河苑,杨思前滩,2,1,83.44,南北,简装,2,2001,板楼,580
2366,丹桂花园,航华,1,1,45.2,南,精装,5,1996,板楼,248
2367,蔷薇新村,春申,2,1,75.46,南,简装,5,1995,板楼,315
2368,阳光花城,张江,2,2,97.75,南,精装,10,2009,板楼,720
2369,万邦都市花园,北蔡,1,1,55.53,南,精装,6,2004,板楼,500
2370,梅园四街坊,梅园,2,1,59.76,南,精装,5,1989,板楼,750
2371,大宅风范城,江桥,2,2,81.01,南北,简装,10,2007,板楼,365
2372,同润菲诗艾伦,泗泾,3,1,88.3,南,精装,4,2014,板楼,322.8
2373,华骥苑,夏阳,3,2,80.95,南,精装,3,2008,板楼,239
2374,祥东小区(虹口),曲阳,2,1,56.6,南,精装,5,1983,板楼,398
2375,惠祥公寓,世博滨江,2,1,93.11,西南,精装,7,1998,塔楼,980
2376,东城花苑一村,惠南,3,2,105.24,南北,精装,3,1998,板楼,285
2377,万顺水原墅(公寓),颛桥,1,1,61.66,南,精装,3,2012,塔楼,195
2378,三林世博家园(东书房路390弄),杨思前滩,2,1,73.22,南北,简装,5,2006,板楼,430
2379,永达城市公寓,川沙,3,2,111.85,南,精装,6,2008,板楼,630
2380,绿洲花园,顾村,2,2,91.84,南北,精装,6,2006,板楼,357
2381,兰花小区,花木,1,1,40.43,南,精装,6,1993,板楼,330
2382,共富二村,共富,3,1,87.44,南,简装,2,1996,板楼,378
2383,人乐小区,松江老城,3,1,63.98,南,精装,2,1981,板楼,209.5
2384,上大阳光乾静园,上大,3,2,116.73,南,精装,2,2005,板楼,525
2385,长白三村,黄兴公园,2,1,51.35,南北,简装,2,1983,板楼,305
2386,龙柏二村,龙柏,2,1,52.32,南,精装,5,1994,板楼,285
2387,和平小区(长宁),新华路,2,1,55.99,南北,精装,2,1988,板楼,450
2388,金牛苑,上海南站,2,1,65.63,南北,精装,5,1997,板楼,362
2389,名人花苑,华泾,2,2,76.54,南北,简装,3,1999,板楼,435
2390,珠江新城,松江新城,2,2,98.25,南,简装,6,2004,板楼,320
2391,凯德新视界(一期),万祥镇,2,1,83.93,南,精装,4,2015,板楼,185
2392,名都城(公寓),金虹桥,3,2,145.15,南,精装,2,1997,板塔结合,950
2393,海滨二村(宝山),淞宝,2,0,51.82,南,简装,5,1982,板楼,188
2394,解放新村,南桥,2,0,51.4,南,简装,2,1990,板楼,103
2395,芳华路411弄,北蔡,2,1,59.81,南,简装,5,1996,板楼,329
2396,石泉小区,光新,1,1,38.51,南,其他,2,1984,板楼,235
2397,尚汇豪庭二期,田林,3,2,154.51,南,精装,6,2018,板楼,1800
2398,绿地景汇佳苑,周浦,2,2,96.4,南,精装,4,2012,板楼,475
2399,金地褐石苑,泗泾,2,1,82,南,精装,5,2016,板楼,358
2400,恒大华城新华苑,杨思前滩,2,1,69.01,南,简装,5,1998,板楼,425
2401,马陆清水湾,嘉定新城,2,2,90.83,南,精装,7,2010,板楼,320
2402,万业紫辰苑,杨行,2,2,95.08,南北,精装,14,2014,板楼,445
2403,学林苑,上大,2,1,87.04,南,精装,3,2004,板楼,422
2404,静安新城四区,静安新城,2,1,64.61,南北,简装,4,1997,板楼,385
2405,西班牙名园,梅陇,3,2,145,南北,精装,2,2001,板楼,1050
2406,京浦小区,御桥,2,1,52.49,南,简装,2,1994,板楼,375
2407,化工小区(静安),南京西路,1,1,32.75,南,简装,6,1987,板楼,310
2408,鹤沙航城航武嘉园,航头,2,1,72.52,南北,毛坯,5,2013,板楼,245
2409,奥林匹克花园,九亭,2,2,77.33,北南,精装,1,2002,板楼,355.6
2410,中铁青秀城西区,顾村,2,2,79.78,南,精装,8,2016,板楼,330
2411,中二小区,中山公园,2,1,62.51,南,简装,6,1990,板楼,469
2412,江桥二村,江桥,1,1,49.35,南,精装,5,1994,板楼,183
2413,交大农学院家属楼,七宝,2,1,48.69,南,简装,1,1980,板楼,393
2414,美林小城,康桥,2,2,80.67,南,精装,2,2005,板楼,392
2415,仁恒运杰河滨花园,夏阳,4,2,153.99,南,精装,4,2006,板楼,498
2416,黄浦新苑(公寓),蓬莱公园,2,1,90.82,南,精装,15,2001,板楼,910
2417,金杨新村四街坊,金杨,3,1,88.52,南,精装,6,1994,板楼,539
2418,法华镇路588弄,新华路,2,1,44.22,南,精装,5,1981,板楼,345
2419,银春小区,颛桥,2,1,66.01,南,精装,3,2004,板楼,238
2420,海尚逸苑,江湾镇,2,2,77.48,南,简装,4,2007,板楼,458
2421,虹日小区,虹桥,2,1,51.96,南北,简装,2,1985,板楼,330
2422,香山新村西北街坊,金杨,2,1,60.08,南北,简装,2,1996,板楼,368
2423,永和二村,永和,2,1,54.64,南,简装,5,1995,板楼,262
2424,大华锦绣华城(十九街区)(公寓),北蔡,4,3,159.43,南北,精装,5,2003,板楼,980
2425,大上海国际花园二区,静安新城,3,2,99.42,南,简装,6,1994,板楼,610
2426,钦州花苑,田林,2,1,77.73,南,精装,24,1993,塔楼,469
2427,金地褐石苑,泗泾,2,2,82.71,南北,精装,8,2016,板楼,370
2428,长桥一村,长桥,1,1,38.73,南,毛坯,5,1990,板楼,395
2429,大华颐和华城(公寓),万里,2,1,92.85,南,精装,3,2005,板楼,638
2430,康桥花园,御桥,3,2,95.61,南,精装,5,1995,板楼,400
2431,浦江花园,西渡,2,2,94.04,南,简装,5,2000,板楼,225
2432,金桥花苑,金桥,2,1,64.48,南,简装,5,1998,板楼,435
2433,仁恒河滨花园,天山,3,2,179.24,东,精装,12,2004,板楼,1720
2434,大华锦绣华城(十一街区),北蔡,2,2,104.87,南,精装,6,2012,板楼,920
2435,保利天鹅语,嘉定新城,2,2,80.03,南,精装,4,2013,板楼,336
2436,祁连二村,上大,2,1,76.81,南,精装,3,1996,板楼,332
2437,同济佳苑,曹家渡,1,1,44.75,东北,精装,3,2004,塔楼,425
2438,绿川新苑,北蔡,2,1,79.93,南,简装,2,2000,板楼,448
2439,望族苑,梅陇,2,2,113.8,南,精装,6,2001,板楼,725
2440,昱翔佳苑,南翔,3,2,124,南北,精装,4,2014,板楼,600
2441,新凯二期,泗泾,3,2,97.46,南,毛坯,6,2009,板楼,325
2442,开鲁四村,中原,2,1,53.96,南,精装,5,1990,板楼,280
2443,春之声公寓,塘桥,4,2,166.88,南北,精装,10,2003,板楼,1188
2444,晨星小区,新桥,1,1,52.95,南,精装,3,2004,板楼,129
2445,长丰坊,康健,2,1,56.9,南,简装,3,1993,板楼,415
2446,仁和恬园,闸北公园,2,2,106.92,南,精装,8,2003,板楼,742
2447,美罗家园宝欣苑八村,罗店,2,1,68.83,南北,精装,9,2014,板楼,215
2448,银泰苑,春申,2,2,85.83,南北,精装,6,2009,板楼,380
2449,中铁青秀城东区,顾村,3,2,89,南,精装,6,2014,板楼,381
2450,东力新村,高行,2,2,77.47,南,精装,1,2003,板楼,345
2451,联勤小区,北蔡,2,1,63.37,南,简装,3,1998,板楼,298
2452,蔚蓝城市花园,古美,2,2,102.87,南北,精装,7,2004,板楼,810
2453,东航龙华苑,龙华,2,1,76.96,南,精装,5,1998,板楼,527
2454,友谊三村,凉城,2,1,56.09,南,精装,4,1956,板楼,323
2455,上南五村,世博,2,1,61.96,南,简装,8,1993,塔楼,430
2456,爱博一村,华漕,2,1,84.01,南,精装,10,2008,板楼,475
2457,新江湾城雍景苑,新江湾城,2,1,105.92,南北,精装,3,2008,板楼,720
2458,民乐小区,松江老城,4,2,119.66,南,简装,5,1997,板楼,360
2459,仁缘坊,黄兴公园,2,1,59.21,东南北,简装,3,2001,板楼,406
2460,好日子大家园B区,顾村,2,1,75,南,简装,3,2007,板楼,329
2461,好日子大家园C区,顾村,3,2,117.29,南,精装,5,2008,暂无数据,438
2462,合生城邦四街坊,老闵行,2,2,96.71,南北,精装,9,2010,板楼,379
2463,大华二村,大华,3,1,85.69,南,精装,5,1997,板楼,445
2464,新闵小区,老闵行,1,1,35.5,南,精装,5,1986,板楼,147
2465,新沪小区,甘泉宜川,1,1,39.2,南,精装,3,1984,板楼,210
2466,永馨小区,北新泾,1,0,34.39,南,简装,2,1993,板楼,195
2467,铁岭路10弄,鞍山,2,1,56.58,南,简装,2,1995,板楼,440
2468,西部花苑（二、六期）,盈浦,3,1,100.18,南,简装,3,1999,板楼,278
2469,德州一村,世博,2,1,53.01,南,简装,2,1985,板楼,329
2470,南长苑,曹家渡,2,1,45.75,南东南,精装,5,1978,板楼,420
2471,大华一村,大华,1,1,46.55,南,简装,3,1994,板楼,248
2472,保利叶语(一期)(公寓),顾村,4,2,115.27,南,精装,10,2012,板楼,680
2473,梅园新村(嘉定),嘉定老城,2,1,66.28,南,简装,3,1991,板楼,182
2474,梧桐城邦(二期),大华,3,2,104.43,南北,精装,10,2012,板楼,639
2475,三江小区,龙华,2,1,64.56,东南,简装,5,1994,板楼,570
2476,保利叶上海(一期),顾村,2,2,81.64,南,毛坯,22,2010,板楼,385
2477,花苑茶花园,康健,1,0,33.6,南,精装,22,1993,板楼,268
2478,惠康苑,惠南,2,1,78.86,南,精装,9,2014,板楼,203
2479,中星恬园,洋泾,1,1,53.74,南,精装,4,2009,板楼,660
2480,金地自在城(二期),泗泾,3,2,112.27,南,精装,14,2015,板楼,470
2481,新里城和合苑,杨思前滩,2,2,75.12,南,精装,2,1999,板楼,590
2482,莱阳北小区,金桥,2,1,59.04,南,精装,5,1990,板楼,259
2483,静安新城一区,静安新城,1,1,45.52,南,简装,5,1998,板楼,279
2484,三林世博家园(东书房路560弄),杨思前滩,2,1,75.25,南,精装,8,2006,板楼,439
2485,金桥爱建园,碧云,4,2,173.99,南,精装,10,2003,板楼,1700
2486,鸿宝二村,西渡,2,0,40.95,南,精装,2,1995,板楼,135
2487,都市富苑,颛桥,1,2,59.88,南,精装,9,2011,板楼,268
2488,祥和名邸(公寓),长征,3,2,129.47,南西,精装,14,2004,板楼,808
2489,海逸公寓,天山,3,2,105.84,南,精装,9,2005,板楼,940
2490,柳营路319弄,闸北公园,2,1,42.92,南,精装,5,1976,板楼,255
2491,河滨城市花园,曹路,2,2,91.57,西南,简装,2,2006,板楼,449
2492,人乐小区,松江老城,2,1,51.7,南,简装,5,1999,板楼,158.8
2493,双桥小区,高行,2,1,73.91,南,精装,3,1997,板楼,506
2494,滨浦新苑四村,浦江,3,2,92.49,南,精装,2,2007,板楼,365
2495,大华锦绣华城(四街区),北蔡,2,1,82.51,南北,精装,5,2010,板楼,720
2496,新里城和合苑,杨思前滩,2,2,75.12,南北,精装,3,1999,板楼,590
2497,爱庐世纪新苑,颛桥,2,2,89.41,南,毛坯,6,2007,板楼,390
2498,莲花新村,春申,2,1,60.19,南北,精装,5,1998,板楼,385
2499,金地未未来,高行,3,2,115.33,南,精装,2,2008,板楼,1050
2500,罗山怡景苑,洋泾,2,1,99.54,南,简装,6,2005,板楼,920
2501,莎海惠晨苑,惠南,2,2,94.07,南北,精装,2,2006,板楼,265
2502,虹园八村,北新泾,2,1,52.68,南北,简装,5,1994,板楼,323
2503,绿地东上海一期,周浦,3,2,123.53,南北,精装,7,2007,板楼,658
2504,打浦路339弄,打浦桥,2,0,48.77,南,简装,5,1982,板楼,340
2505,三乐新村,江宁路,2,0,43.21,南,简装,4,1985,板楼,360
2506,万寿路57弄,盈浦,3,1,75.77,南,精装,3,1997,板楼,217
2507,安东小区,新华路,1,1,31.92,南,简装,3,1980,板楼,212
2508,中银淮海苑,新华路,2,1,84.94,南,简装,12,1999,塔楼,626
2509,古美十村,古美,3,2,104.44,南,简装,3,1998,板楼,615
2510,银都新村(8至10区),颛桥,1,1,47.36,南,精装,5,1995,板楼,275
2511,中环一号(一期),大华,2,2,84.17,西,精装,9,2008,板楼,480
2512,经纬学府涵青花园(二期),上大,2,2,99.22,南北,精装,4,2008,板楼,530
2513,德邑小城(公寓),松江新城,3,2,92.06,南,精装,2,2009,板楼,360
2514,海苑大厦,洋泾,3,2,134.62,南,精装,12,1998,板楼,970
2515,锦馨苑,田林,2,1,71.25,南,精装,5,2000,板楼,512
2516,安居锦竹苑,桃浦,2,1,77.09,南北,毛坯,17,2013,板楼,345
2517,龙柏四村,龙柏,1,1,50.88,南北,精装,3,1996,板楼,280
2518,龙南六村,龙华,2,1,77.25,南,精装,6,1996,板楼,490
2519,欧五小区,鲁迅公园,1,1,34.48,南,简装,2,1982,板楼,230
2520,阳光翠庭,松江新城,1,2,77.92,南,其他,12,2005,板楼,280
2521,汇成五村,上海南站,1,1,39.4,南,简装,5,1993,板楼,330
2522,长海一村,中原,2,1,63.58,南,精装,5,1994,板楼,345
2523,金碧汇虹苑,奉贤金汇,2,2,104.86,南北,毛坯,6,2015,板楼,195
2524,东方花园(一期),七宝,2,2,77.49,南,简装,2,1999,板楼,495
2525,中原新村,徐家汇,1,0,31.06,南,精装,4,1984,板楼,540
2526,石泉一村,光新,2,1,57.42,南,精装,4,1991,板楼,325
2527,中岚大楼,武宁,2,2,120.07,南东南东,简装,22,1996,板楼,718
2528,解放新村,南桥,2,1,52.9,南,精装,4,1986,板楼,113
2529,梅园三街坊,梅园,2,0,47.02,南,其他,3,1985,板楼,688
2530,密云小区,鞍山,1,0,34.13,南,简装,3,1984,板楼,415
2531,香樟苑(普陀),真光,2,1,66.76,南,简装,2,1997,板楼,330
2532,上海阳城,梅陇,2,1,61.44,南,简装,2,2003,板楼,585
2533,新顾村大家园C区,顾村,1,1,55.55,南,毛坯,2,2006,板楼,220
2534,南洋新都,天山,3,2,124.37,南,简装,6,2002,板楼,1100
2535,东旭雅苑,高行,2,1,70.47,南,精装,8,2016,板楼,378
2536,锦秋花园,上大,3,2,127.29,南北,精装,3,2007,板楼,610
2537,爱博七村,华漕,1,1,58.54,南,毛坯,10,2013,板楼,230
2538,上海康城,莘庄,3,2,139.33,南,精装,6,2008,板楼,520
2539,梅陇十一村,华东理工,3,0,70.7,南,简装,5,1994,板楼,390
2540,四季绿城,高境,2,2,89.98,南,简装,7,2009,板楼,535
2541,碧林湾南苑(华友路150弄),七宝,2,2,82.29,南,精装,2,2004,板楼,650
2542,金色港湾,斜土路,2,2,121.73,南北,精装,9,2001,板楼,1198
2543,合景叠翠峰苑,菊园新区,3,2,89.4,南,精装,4,2014,板楼,286
2544,新凯一期,泗泾,3,2,93.1,南,精装,2,2006,板楼,326
2545,淞南七村,淞南,1,1,47.95,南,精装,5,1994,板楼,188
2546,万宇阳光苑,新桥,2,2,84.69,南,精装,14,2009,板楼,265
2547,政民路511弄,五角场,1,1,37.92,南,简装,2,1984,板楼,205
2548,莘城公寓,莘庄,2,1,93.94,南,简装,5,1999,板楼,535
2549,芝巷小区,长风,2,1,56.69,南,精装,5,1994,板楼,400
2550,九城湖滨国际,九亭,3,2,100.28,南北,毛坯,7,2007,板楼,483
2551,惠德新邨,北蔡,2,1,58.15,南,精装,3,1996,板楼,298
2552,光华坊,西藏北路,1,1,37.12,南,简装,5,1989,板楼,259
2553,上海豪都国际花园(公寓),徐泾,2,1,86.61,南,精装,3,1996,板楼,265
2554,上大阳光乾和园,大场镇,2,2,83.68,南,毛坯,5,2008,板楼,375
2555,汇豪天下,陆家嘴,3,2,150.01,南,精装,9,2004,板楼,1600
2556,蒙自路345弄,五里桥,1,1,29.81,北,简装,1,1981,板楼,305
2557,丰庄十二街坊,丰庄,2,2,79.15,南,精装,3,1997,板楼,378
2558,经纬学府涵青花园(二期),上大,2,2,95.8,南北,精装,10,2007,板楼,520
2559,静安新城八区,静安新城,2,1,68.07,南,简装,3,1999,板楼,466
2560,嘉富丽苑,龙柏,2,2,91.45,南,精装,6,2003,板楼,600
2561,金地格林郡,夏阳,2,2,86.97,南,精装,6,2008,板楼,259
2562,斜土新村,打浦桥,2,1,56.8,南北,简装,6,1987,板楼,480
2563,中怡家园,顾村,2,1,86.25,南,毛坯,12,2014,板楼,309
2564,金桥新村一街坊,金桥,2,1,67.06,南北,简装,5,1994,板楼,315
2565,福都广场锋尚99,松江新城,2,1,41.12,东北,精装,6,2012,塔楼,96
2566,三林世博家园(新浦路199弄),杨思前滩,1,1,56.86,南北,精装,3,2006,板楼,298
2567,丹桂花园,航华,3,2,137.69,南,简装,3,1997,板楼,615
2568,宝山二村,淞宝,2,1,75.41,南,简装,3,1996,板楼,320
2569,信仪新村,真如,1,1,41.94,南,简装,3,1983,板楼,218
2570,密二小区,曲阳,3,1,67.89,南,精装,3,1983,板楼,518
2571,新时代富嘉花园,古美,2,2,106.87,南,精装,6,2006,板楼,830
2572,富友嘉园,江桥,2,0,71.73,南,毛坯,3,2005,板楼,285
2573,东湖花园,莘庄,3,2,116.25,南,精装,5,1999,板楼,470
2574,上海绿城,杨东,3,2,123.46,南北,精装,9,2004,板楼,1350
2575,新梅淞南苑,淞南,2,1,80.65,南北,精装,6,2008,板楼,495
2576,龙柏五村,龙柏,2,1,63.88,南,精装,2,1996,板楼,430
2577,怡东花园(公寓),塘桥,3,2,138.2,南北,精装,6,2001,板楼,1280
2578,新城上坤樾山美墅,泗泾,4,2,138.76,北南,毛坯,1,2017,板楼,870
2579,虹桥丽园,徐家汇,3,2,138.07,南北,精装,14,2000,板楼,1270
2580,共和新路2203弄,大宁,1,1,35.93,南,精装,2,2011,板楼,269.4
2581,紫竹小区,北新泾,1,0,39.98,南,简装,2,1994,板楼,234
2582,汇秀景苑三街坊,闵浦,1,1,55.9,南,简装,6,2013,板楼,182
2583,弘扬雅苑,金杨,2,2,98.72,南北,精装,6,2002,板楼,993
2584,丹桂花园,航华,2,1,81.5,南,精装,5,1997,板楼,370
2585,康桥宝邸,康桥,2,1,75,南,精装,3,2007,板楼,318
2586,华润置地橡树湾,新江湾城,1,2,63.19,南,精装,3,2009,板楼,750
2587,万科海上传奇,御桥,3,2,103.92,南,精装,14,2013,板楼,1100
2588,中邦城市园,康桥,2,1,82.88,南,毛坯,6,2014,板楼,430
2589,新华小区,老闵行,1,1,40,南,简装,2,1992,板楼,148
2590,民乐城惠园,惠南,1,1,57.44,南北,精装,2,2014,板楼,165
2591,吉浦路615弄,高境,2,1,51.66,南,精装,2,1996,板楼,255
2592,斜土路2200弄,徐家汇,2,1,55.59,南,简装,2,1980,板楼,395
2593,海霞佳苑,川沙,2,2,83.38,南,简装,2,2012,板楼,215
2594,金地自在城(二期),泗泾,2,2,79,南北,精装,4,2015,板楼,340
2595,何家宅小区,鲁迅公园,1,0,35.51,南,毛坯,2,1988,板楼,218
2596,紫东新苑,松江新城,2,2,83.94,南,精装,5,2005,板楼,300
2597,明和苑,五角场,3,2,135.42,南,简装,10,2003,板楼,1080
2598,新申花城茉莉苑,莘庄,2,1,72.38,南,简装,2,1997,板楼,533
2599,宝菊新家园,菊园新区,3,2,136.83,南北,精装,10,2008,板楼,426
